"","Daniorerio","Campylomormyruscompressirostris"
"11189","cry3a","maker-ptg000237l-snap-gene-7.17-mRNA-1"
"11190","itpr3","maker-ptg000039l-snap-gene-5.2-mRNA-1"
"11191","alas2","maker-ptg000039l-snap-gene-7.191-mRNA-1"
"11192","gpr37l1b","maker-ptg000039l-snap-gene-3.41-mRNA-1"
"11193","ela2l","maker-ptg000281l-augustus-gene-9.40-mRNA-1"
"11195","si_dkey-163f12.10","maker-ptg000281l-snap-gene-9.14-mRNA-1"
"11196","ajap1","maker-ptg000638l-augustus-gene-10.12-mRNA-1"
"11198","nphp4","maker-ptg000638l-snap-gene-7.24-mRNA-1"
"11201","dffb","maker-ptg000638l-snap-gene-6.16-mRNA-1"
"11202","zgc_153675","maker-ptg000237l-snap-gene-7.1-mRNA-1"
"11203","si_ch211-147a11.3","maker-ptg000638l-augustus-gene-6.52-mRNA-1"
"11205","cep104","maker-ptg000638l-augustus-gene-6.48-mRNA-1"
"11206","lrrc47","maker-ptg000638l-augustus-gene-5.72-mRNA-1"
"11208","mad2l2","maker-ptg001226l-augustus-gene-4.128-mRNA-1"
"11212","lrif1","maker-ptg000237l-snap-gene-7.8-mRNA-1"
"11213","apex2","maker-ptg000135l-augustus-gene-82.66-mRNA-1"
"11215","csde1","maker-ptg000442l-snap-gene-24.93-mRNA-1"
"11217","si_dkeyp-110g5.4","maker-ptg000237l-augustus-gene-7.32-mRNA-1"
"11221","igf3","maker-ptg000237l-augustus-gene-7.31-mRNA-1"
"11222","cacna1fb","maker-ptg001236l-augustus-gene-17.12-mRNA-1"
"11223","sypa","snap_masked-ptg001236l-processed-gene-16.16-mRNA-1"
"11227","samd10a","maker-ptg000497l-augustus-gene-2.109-mRNA-1"
"11230","si_dkey-70p6.1","snap_masked-ptg000424l-processed-gene-21.44-mRNA-1"
"11233","LOC792944","maker-ptg000237l-augustus-gene-6.4-mRNA-1"
"11238","gid8a","maker-ptg001016l-augustus-gene-0.121-mRNA-1"
"11242","dnajc5aa","maker-ptg001016l-snap-gene-0.88-mRNA-1"
"11246","ppdpfa","maker-ptg001016l-augustus-gene-0.130-mRNA-1"
"11249","kctd20","maker-ptg000237l-snap-gene-5.37-mRNA-1"
"11251","porcn","maker-ptg001236l-snap-gene-19.64-mRNA-1"
"11256","si_dkey-16n15.6","maker-ptg001236l-snap-gene-19.65-mRNA-1"
"11258","gpr173","snap_masked-ptg001236l-processed-gene-20.15-mRNA-1"
"11261","cacna1sb","maker-ptg000237l-snap-gene-5.34-mRNA-1"
"11262","tspy","maker-ptg001236l-snap-gene-21.56-mRNA-1"
"11266","wasb","maker-ptg001236l-snap-gene-21.84-mRNA-1"
"11269","slc38a5b","maker-ptg001236l-snap-gene-21.91-mRNA-1"
"11270","ccdc22","maker-ptg001236l-augustus-gene-21.27-mRNA-1"
"11271","nt5dc2","snap_masked-ptg001236l-processed-gene-22.101-mRNA-1"
"11272","si_dkey-109j17.5","maker-ptg001236l-snap-gene-22.30-mRNA-1"
"11274","tbc1d25","maker-ptg001236l-snap-gene-22.15-mRNA-1"
"11276","ppardb","maker-ptg000237l-augustus-gene-5.177-mRNA-1"
"11277","mkrn4","maker-ptg000237l-augustus-gene-5.172-mRNA-1"
"11278","fance","maker-ptg000237l-augustus-gene-5.170-mRNA-1"
"11279","rpl10a","maker-ptg000237l-augustus-gene-5.168-mRNA-1"
"11281","inavaa","maker-ptg000237l-snap-gene-4.11-mRNA-1"
"11285","si_ch211-163l21.7","maker-ptg000237l-snap-gene-3.5-mRNA-1"
"11286","elapor1","maker-ptg000237l-snap-gene-5.74-mRNA-1"
"11287","mapk14a","maker-ptg000237l-snap-gene-5.70-mRNA-1"
"11289","srpk1a","maker-ptg000085l-snap-gene-21.36-mRNA-1"
"11291","bbof1a","maker-ptg001300l-augustus-gene-4.284-mRNA-1"
"11298","dclre1b","maker-ptg000237l-augustus-gene-1.7-mRNA-1"
"11299","adora1b","maker-ptg000838l-snap-gene-3.241-mRNA-1"
"11301","mmp9","maker-ptg000379l-snap-gene-8.15-mRNA-1"
"11302","znf335","maker-ptg000424l-snap-gene-10.2-mRNA-1"
"11309","prok1","maker-ptg000442l-snap-gene-39.55-mRNA-1"
"11310","LOC110440013","maker-ptg000414l-snap-gene-2.30-mRNA-1"
"11311","lamtor5","maker-ptg000442l-augustus-gene-39.18-mRNA-1"
"11312","slc16a4","maker-ptg000442l-snap-gene-41.0-mRNA-1"
"11313","LOC101884680","snap_masked-ptg000442l-processed-gene-40.25-mRNA-1"
"11315","slc6a17","maker-ptg001587l-snap-gene-9.16-mRNA-1"
"11316","kcnc4","maker-ptg000442l-augustus-gene-40.16-mRNA-1"
"11319","ahcyl1","maker-ptg001226l-augustus-gene-0.5-mRNA-1"
"11321","ngrn","maker-ptg001226l-snap-gene-4.6-mRNA-1"
"11322","sort1b","maker-ptg001226l-est_gff_est2genome-gene-0.14-mRNA-1"
"11328","gpr61","snap_masked-ptg000237l-processed-gene-11.73-mRNA-1"
"11329","gnai3","maker-ptg000237l-snap-gene-11.8-mRNA-1"
"11330","gnat2","snap_masked-ptg000237l-processed-gene-11.86-mRNA-1"
"11337","eps8l3b","maker-ptg000237l-snap-gene-11.2-mRNA-1"
"11338","atp5pb","maker-ptg001587l-augustus-gene-7.35-mRNA-1"
"11339","traf3ip3","maker-ptg000237l-augustus-gene-10.33-mRNA-1"
"11342","kcnq2a","maker-ptg002165l-snap-gene-3.38-mRNA-1"
"11343","LOC100537363","maker-ptg000260l-augustus-gene-2.41-mRNA-1"
"11345","prex1","maker-ptg002165l-augustus-gene-3.8-mRNA-1"
"11347","ralgapb","maker-ptg002165l-snap-gene-3.55-mRNA-1"
"11358","sema3ga","maker-ptg000135l-augustus-gene-82.88-mRNA-1"
"11359","camkvb","maker-ptg002165l-snap-gene-6.35-mRNA-1"
"11360","tspy","maker-ptg001236l-snap-gene-21.56-mRNA-1"
"11361","tcta","maker-ptg002165l-snap-gene-6.26-mRNA-1"
"11366","glyctk","maker-ptg002165l-augustus-gene-6.22-mRNA-1"
"11368","cacna1sb","maker-ptg000237l-snap-gene-5.34-mRNA-1"
"11369","wdr82","maker-ptg002165l-augustus-gene-6.13-mRNA-1"
"11370","taf10","snap_masked-ptg001163l-processed-gene-1.17-mRNA-1"
"11372","efhd2","maker-ptg001163l-snap-gene-1.35-mRNA-1"
"11373","opn7c","maker-ptg000424l-snap-gene-23.0-mRNA-1"
"11374","hemk1","maker-ptg002165l-snap-gene-7.38-mRNA-1"
"11375","tmem115","maker-ptg000470l-augustus-gene-2.65-mRNA-1"
"11376","rhoab","maker-ptg002165l-augustus-gene-7.4-mRNA-1"
"11377","sema3h","maker-ptg002165l-augustus-gene-7.7-mRNA-1"
"11378","borcs6","maker-ptg000085l-augustus-gene-12.74-mRNA-1"
"11380","si_dkey-72l14.3","maker-ptg002165l-augustus-gene-7.21-mRNA-1"
"11382","arih2","maker-ptg000085l-snap-gene-12.33-mRNA-1"
"11383","impdh2","maker-ptg002165l-augustus-gene-8.0-mRNA-1"
"11386","LOC108190967","maker-ptg002165l-snap-gene-8.191-mRNA-1"
"11387","wdr6","maker-ptg002165l-snap-gene-8.187-mRNA-1"
"11389","LOC101882928","maker-ptg002165l-snap-gene-8.173-mRNA-1"
"11392","LOC100005108","maker-ptg002165l-snap-gene-9.0-mRNA-1"
"11393","mgll","maker-ptg002165l-augustus-gene-9.28-mRNA-1"
"11395","prkar2aa","maker-ptg002165l-augustus-gene-9.32-mRNA-1"
"11396","hyal3","maker-ptg000168l-snap-gene-5.78-mRNA-1"
"11398","si_dkey-20d21.12","maker-ptg000168l-snap-gene-6.40-mRNA-1"
"11399","amt","maker-ptg000168l-snap-gene-5.73-mRNA-1"
"11400","ifrd2","maker-ptg000168l-augustus-gene-5.32-mRNA-1"
"11401","zgc_136971","maker-ptg000168l-augustus-gene-5.26-mRNA-1"
"11403","sema3bl","maker-ptg000168l-snap-gene-5.56-mRNA-1"
"11404","sema3b","maker-ptg000168l-snap-gene-4.16-mRNA-1"
"11406","zmynd12","maker-ptg000281l-snap-gene-5.2-mRNA-1"
"11408","tafa3b","maker-ptg000135l-snap-gene-61.0-mRNA-1"
"11413","wnt2bb","maker-ptg000172l-augustus-gene-2.11-mRNA-1"
"11414","cttnbp2nlb","maker-ptg000172l-augustus-gene-2.9-mRNA-1"
"11417","ddx20","maker-ptg000394l-snap-gene-5.14-mRNA-1"
"11419","inka2","maker-ptg000135l-snap-gene-56.0-mRNA-1"
"11420","rap1ab","maker-ptg000135l-snap-gene-55.14-mRNA-1"
"11422","rap1aa","maker-ptg000394l-snap-gene-5.16-mRNA-1"
"11424","lmod1a","maker-ptg000394l-augustus-gene-5.131-mRNA-1"
"11425","kdm5bb","maker-ptg000135l-snap-gene-53.22-mRNA-1"
"11429","klhl12","maker-ptg000442l-snap-gene-27.48-mRNA-1"
"11430","LOC110439997","maker-ptg000058l-snap-gene-1.34-mRNA-1"
"11433","cebpb","snap_masked-ptg001576l-processed-gene-4.20-mRNA-1"
"11434","peds1","maker-ptg001576l-snap-gene-4.55-mRNA-1"
"11436","ube2v1","maker-ptg000424l-snap-gene-12.0-mRNA-1"
"11437","slc52a3-1","maker-ptg001576l-snap-gene-4.63-mRNA-1"
"11440","tcf15","maker-ptg000424l-snap-gene-12.1-mRNA-1"
"11445","ccser1","maker-ptg000576l-snap-gene-4.74-mRNA-1"
"11447","atoh1a","maker-ptg000870l-snap-gene-0.48-mRNA-1"
"11451","tspan36","maker-ptg000870l-snap-gene-0.24-mRNA-1"
"11453","slc20a2","maker-ptg000474l-snap-gene-0.25-mRNA-1"
"11455","lipg","maker-ptg000474l-augustus-gene-0.17-mRNA-1"
"11456","hsd17b3","maker-ptg000679l-augustus-gene-0.73-mRNA-1"
"11457","ercc6l2","maker-ptg000679l-snap-gene-0.25-mRNA-1"
"11460","aopep","snap_masked-ptg001364l-processed-gene-2.102-mRNA-1"
"11461","dock8","maker-ptg001364l-snap-gene-2.31-mRNA-1"
"11462","cbwd","maker-ptg001378l-snap-gene-10.55-mRNA-1"
"11464","foxd5","maker-ptg001378l-snap-gene-10.54-mRNA-1"
"11466","pgm5","snap_masked-ptg001378l-processed-gene-10.79-mRNA-1"
"11468","niban2b","maker-ptg000474l-snap-gene-6.28-mRNA-1"
"11471","specc1la","maker-ptg001534l-snap-gene-1.88-mRNA-1"
"11472","upb1","maker-ptg001534l-augustus-gene-1.7-mRNA-1"
"11476","gucd1","maker-ptg002090l-snap-gene-46.56-mRNA-1"
"11477","ift81","maker-ptg001368l-augustus-gene-0.13-mRNA-1"
"11478","atp2a2a","maker-ptg000474l-snap-gene-6.56-mRNA-1"
"11479","anapc7","maker-ptg000474l-snap-gene-6.39-mRNA-1"
"11480","ube2g1b","maker-ptg000474l-snap-gene-6.52-mRNA-1"
"11481","snrpd3","snap_masked-ptg001534l-processed-gene-1.46-mRNA-1"
"11482","arpc3","maker-ptg000474l-snap-gene-6.35-mRNA-1"
"11484","rad9b","maker-ptg000474l-augustus-gene-6.102-mRNA-1"
"11487","p2rx7","maker-ptg001534l-augustus-gene-0.14-mRNA-1"
"11490","gstt1a","maker-ptg001534l-snap-gene-0.40-mRNA-1"
"11494","smarcb1a","maker-ptg001534l-augustus-gene-0.5-mRNA-1"
"11497","tbc1d13","maker-ptg000145l-snap-gene-2.26-mRNA-1"
"11498","ptgesl","maker-ptg000145l-augustus-gene-2.246-mRNA-1"
"11500","snrnp200","maker-ptg000817l-augustus-gene-5.113-mRNA-1"
"11505","gadd45ga","maker-ptg000089l-snap-gene-1.5-mRNA-1"
"11506","gadd45gb.1","maker-ptg000089l-augustus-gene-1.57-mRNA-1"
"11507","creb3l3l","maker-ptg000089l-augustus-gene-1.64-mRNA-1"
"11509","znf131","maker-ptg002301l-snap-gene-0.10-mRNA-1"
"11510","selenop","maker-ptg002301l-est_gff_est2genome-gene-0.25-mRNA-1"
"11512","fbxo4","maker-ptg000283l-augustus-gene-0.19-mRNA-1"
"11513","rimoc1","maker-ptg000534l-augustus-gene-4.164-mRNA-1"
"11518","plcxd3","maker-ptg000709l-augustus-gene-0.24-mRNA-1"
"11520","c7b","maker-ptg000709l-snap-gene-0.9-mRNA-1"
"11521","rgs7bpa","maker-ptg000709l-snap-gene-1.5-mRNA-1"
"11523","htr1aa","snap_masked-ptg000709l-processed-gene-1.24-mRNA-1"
"11524","ipo11","maker-ptg000679l-snap-gene-0.43-mRNA-1"
"11525","lipg","maker-ptg000474l-augustus-gene-0.17-mRNA-1"
"11527","epgn","maker-ptg000016l-augustus-gene-16.8-mRNA-1"
"11530","LOC559859","maker-ptg001288l-snap-gene-4.6-mRNA-1"
"11531","ncs1b","maker-ptg002322l-snap-gene-0.14-mRNA-1"
"11534","fbxw2","maker-ptg000121l-snap-gene-0.5-mRNA-1"
"11540","zbtb34","snap_masked-ptg000121l-processed-gene-4.35-mRNA-1"
"11541","zbtb43","maker-ptg000121l-augustus-gene-4.72-mRNA-1"
"11542","lmx1bb","maker-ptg000121l-snap-gene-4.106-mRNA-1"
"11545","pbx3b","maker-ptg001297l-snap-gene-0.42-mRNA-1"
"11546","LOC137496367","maker-ptg000028l-snap-gene-2.5-mRNA-1"
"11547","gapvd1","maker-ptg001617l-snap-gene-2.7-mRNA-1"
"11552","slc15a4","snap_masked-ptg000561l-processed-gene-9.27-mRNA-1"
"11553","glt1d1","maker-ptg000561l-snap-gene-9.14-mRNA-1"
"11557","slc7a4","maker-ptg001344l-snap-gene-4.81-mRNA-1"
"11560","ccdc157","maker-ptg001344l-augustus-gene-2.21-mRNA-1"
"11561","sf3a1","maker-ptg001344l-augustus-gene-4.39-mRNA-1"
"11562","pold2","snap_masked-ptg001427l-processed-gene-11.11-mRNA-1"
"11563","pqbp1","maker-ptg001163l-snap-gene-5.167-mRNA-1"
"11564","gpkow","maker-ptg001163l-snap-gene-5.265-mRNA-1"
"11568","renbp","maker-ptg000135l-augustus-gene-81.38-mRNA-1"
"11572","csf1b","maker-ptg000135l-snap-gene-28.5-mRNA-1"
"11573","rbm39b","maker-ptg000061l-snap-gene-18.52-mRNA-1"
"11575","slc12a5b","maker-ptg001004l-snap-gene-5.18-mRNA-1"
"11577","eif2d","maker-ptg000638l-snap-gene-5.77-mRNA-1"
"11580","fmodb","maker-ptg000424l-snap-gene-30.30-mRNA-1"
"11583","npm2a","maker-ptg001572l-snap-gene-4.138-mRNA-1"
"11584","got1l1","maker-ptg001572l-snap-gene-4.139-mRNA-1"
"11587","adgra2","maker-ptg001572l-snap-gene-4.203-mRNA-1"
"11588","pdlim2","maker-ptg002655l-augustus-gene-0.11-mRNA-1"
"11589","sorbs3","maker-ptg000801l-augustus-gene-0.38-mRNA-1"
"11590","LOC101885672","maker-ptg000801l-augustus-gene-0.35-mRNA-1"
"11591","nkx6.3","maker-ptg000801l-augustus-gene-0.54-mRNA-1"
"11592","inpp5l","maker-ptg000801l-snap-gene-0.79-mRNA-1"
"11595","foxb2","snap_masked-ptg000354l-processed-gene-1.55-mRNA-1"
"11597","rfk","maker-ptg000354l-snap-gene-2.10-mRNA-1"
"11600","lzts1","maker-ptg001427l-augustus-gene-35.46-mRNA-1"
"11602","msi1b","snap_masked-ptg000012l-processed-gene-2.33-mRNA-1"
"11605","LOC101885033","maker-ptg000012l-snap-gene-2.51-mRNA-1"
"11610","asgrl1","maker-ptg000012l-snap-gene-5.59-mRNA-1"
"11612","cox6a1","maker-ptg000012l-snap-gene-3.59-mRNA-1"
"11613","hps4","maker-ptg000012l-snap-gene-3.60-mRNA-1"
"11614","si_ch211-170d8.2","maker-ptg000012l-snap-gene-3.78-mRNA-1"
"11615","hnf1a","maker-ptg000012l-snap-gene-5.54-mRNA-1"
"11616","zgc_162025","maker-ptg000012l-augustus-gene-2.18-mRNA-1"
"11620","mlec","snap_masked-ptg000012l-processed-gene-2.29-mRNA-1"
"11623","asphd2","maker-ptg000012l-snap-gene-1.9-mRNA-1"
"11626","ggt5a","snap_masked-ptg000012l-processed-gene-5.99-mRNA-1"
"11632","gpx8","maker-ptg000099l-augustus-gene-4.292-mRNA-1"
"11633","anapc5","maker-ptg000012l-snap-gene-0.23-mRNA-1"
"11634","rnf34b","maker-ptg000012l-snap-gene-5.36-mRNA-1"
"11635","rnf34a","maker-ptg000904l-snap-gene-8.30-mRNA-1"
"11636","kdm2ba","maker-ptg000904l-snap-gene-7.15-mRNA-1"
"11638","morn3","maker-ptg001344l-snap-gene-4.52-mRNA-1"
"11639","tmem120b","maker-ptg001344l-snap-gene-0.4-mRNA-1"
"11642","setd1ba","maker-ptg001344l-snap-gene-1.11-mRNA-1"
"11645","dgcr2","maker-ptg001344l-snap-gene-4.69-mRNA-1"
"11649","myl7","maker-ptg001409l-snap-gene-0.82-mRNA-1"
"11650","gck","maker-ptg001602l-snap-gene-1.13-mRNA-1"
"11652","sb_cb288","maker-ptg001427l-augustus-gene-11.28-mRNA-1"
"11653","npc1l1","maker-ptg001427l-augustus-gene-11.37-mRNA-1"
"11655","dusp2","maker-ptg001427l-augustus-gene-12.17-mRNA-1"
"11657","adra2b","snap_masked-ptg001427l-processed-gene-12.9-mRNA-1"
"11660","gpat2","maker-ptg001427l-snap-gene-13.7-mRNA-1"
"11662","fahd2a","maker-ptg001427l-augustus-gene-13.58-mRNA-1"
"11663","zgc_152830","maker-ptg001427l-augustus-gene-13.47-mRNA-1"
"11664","rnf10","maker-ptg000012l-snap-gene-3.85-mRNA-1"
"11665","pop5","maker-ptg000012l-augustus-gene-3.18-mRNA-1"
"11666","olfml2a","maker-ptg000867l-augustus-gene-0.21-mRNA-1"
"11668","arpc5la","maker-ptg000867l-snap-gene-0.45-mRNA-1"
"11669","golga1","maker-ptg000867l-snap-gene-0.33-mRNA-1"
"11670","si_ch211-158d24.2","maker-ptg001180l-snap-gene-12.1-mRNA-1"
"11674","kazald3","maker-ptg001427l-augustus-gene-28.0-mRNA-1"
"11675","crybb2","maker-ptg000904l-snap-gene-5.128-mRNA-1"
"11676","si_ch73-138n13.1","maker-ptg000012l-snap-gene-3.89-mRNA-1"
"11682","prnprs3","maker-ptg001427l-est_gff_est2genome-gene-14.8-mRNA-1"
"11683","ccdc92","snap_masked-ptg001344l-processed-gene-4.23-mRNA-1"
"11685","rflna","maker-ptg001344l-snap-gene-6.16-mRNA-1"
"11686","ncor2","maker-ptg001344l-snap-gene-6.28-mRNA-1"
"11687","ep400","maker-ptg000561l-snap-gene-4.43-mRNA-1"
"11692","rimbp2b","maker-ptg000561l-augustus-gene-7.9-mRNA-1"
"11693","stx2b","maker-ptg000561l-augustus-gene-6.1-mRNA-1"
"11694","piwil1","maker-ptg000807l-snap-gene-1.9-mRNA-1"
"11695","fzd10","snap_masked-ptg000561l-processed-gene-7.48-mRNA-1"
"11702","si_dkey-220o5.5","maker-ptg001427l-snap-gene-28.62-mRNA-1"
"11704","bag4","maker-ptg001427l-augustus-gene-10.41-mRNA-1"
"11706","grk5l","maker-ptg001602l-snap-gene-2.196-mRNA-1"
"11707","star","maker-ptg001602l-augustus-gene-2.48-mRNA-1"
"11708","elmod3","maker-ptg001427l-snap-gene-11.42-mRNA-1"
"11709","aebp1b","maker-ptg001427l-est_gff_est2genome-gene-11.63-mRNA-1"
"11713","praf2","snap_masked-ptg001163l-processed-gene-5.150-mRNA-1"
"11714","timm17b","snap_masked-ptg001163l-processed-gene-5.151-mRNA-1"
"11721","pabpc1l","maker-ptg001004l-snap-gene-4.169-mRNA-1"
"11723","tti2","maker-ptg001427l-snap-gene-10.47-mRNA-1"
"11724","mak16","maker-ptg001427l-snap-gene-10.62-mRNA-1"
"11726","slc18a1","maker-ptg001427l-augustus-gene-9.32-mRNA-1"
"11727","LOC137496305","snap_masked-ptg001427l-processed-gene-9.49-mRNA-1"
"11728","ppiaa","maker-ptg001427l-augustus-gene-9.29-mRNA-1"
"11729","zmiz2","maker-ptg001427l-augustus-gene-9.26-mRNA-1"
"11732","nudt18","maker-ptg001427l-augustus-gene-27.5-mRNA-1"
"11733","fhip2b","maker-ptg001427l-snap-gene-28.61-mRNA-1"
"11735","mtor","maker-ptg001836l-augustus-gene-0.6-mRNA-1"
"11736","angptl7","maker-ptg001836l-snap-gene-0.29-mRNA-1"
"11737","si_dkey-75a21.2","maker-ptg000481l-est_gff_est2genome-gene-14.4-mRNA-1"
"11738","qars1","maker-ptg001236l-snap-gene-22.42-mRNA-1"
"11739","ogg1","maker-ptg001236l-augustus-gene-22.138-mRNA-1"
"11740","LOC103908668","maker-ptg001236l-augustus-gene-23.35-mRNA-1"
"11744","gpr153","snap_masked-ptg000281l-processed-gene-12.41-mRNA-1"
"11747","espn","snap_masked-ptg000281l-processed-gene-10.25-mRNA-1"
"11748","LOC137496308","snap_masked-ptg001163l-processed-gene-5.104-mRNA-1"
"11751","ppih","maker-ptg000281l-augustus-gene-10.26-mRNA-1"
"11752","mthfr","maker-ptg000901l-snap-gene-3.90-mRNA-1"
"11754","pex10","maker-ptg000901l-augustus-gene-2.12-mRNA-1"
"11755","plch2a","maker-ptg000901l-snap-gene-3.83-mRNA-1"
"11756","si_ch211-251b21.1","maker-ptg000901l-augustus-gene-3.109-mRNA-1"
"11757","dpp9","maker-ptg001516l-snap-gene-2.46-mRNA-1"
"11759","kank3","maker-ptg001516l-augustus-gene-2.181-mRNA-1"
"11761","si_dkeyp-104h9.5","maker-ptg000901l-augustus-gene-3.129-mRNA-1"
"11762","plod1a","maker-ptg000901l-snap-gene-3.66-mRNA-1"
"11763","mfn2","maker-ptg000901l-augustus-gene-3.106-mRNA-1"
"11767","nppal","snap_masked-ptg000901l-processed-gene-3.20-mRNA-1"
"11768","nppb","maker-ptg000901l-augustus-gene-3.126-mRNA-1"
"11770","clcn6","maker-ptg000901l-snap-gene-2.10-mRNA-1"
"11773","tprg1l","maker-ptg000281l-snap-gene-12.90-mRNA-1"
"11774","wrap73","maker-ptg000281l-snap-gene-12.73-mRNA-1"
"11776","rer1","maker-ptg000281l-augustus-gene-12.20-mRNA-1"
"11777","aak1a","maker-ptg001572l-snap-gene-4.194-mRNA-1"
"11778","ddx51","maker-ptg000561l-snap-gene-12.82-mRNA-1"
"11779","golm1","maker-ptg000099l-snap-gene-4.100-mRNA-1"
"11782","fkbp1aa","maker-ptg000135l-snap-gene-51.36-mRNA-1"
"11784","fam110a","snap_masked-ptg000135l-processed-gene-51.27-mRNA-1"
"11785","prickle3","maker-ptg001236l-snap-gene-16.0-mRNA-1"
"11786","plp2b","maker-ptg001163l-snap-gene-5.244-mRNA-1"
"11787","sypb","maker-ptg001163l-augustus-gene-5.60-mRNA-1"
"11788","nfu1","maker-ptg001572l-augustus-gene-4.62-mRNA-1"
"11789","opn7d","maker-ptg000424l-snap-gene-23.0-mRNA-1"
"11790","rasef","maker-ptg000099l-snap-gene-4.0-mRNA-1"
"11792","frmd3","maker-ptg000099l-snap-gene-4.7-mRNA-1"
"11797","qng1","maker-ptg000099l-snap-gene-4.33-mRNA-1"
"11804","agtpbp1","maker-ptg000099l-snap-gene-4.59-mRNA-1"
"11805","naa35","maker-ptg000099l-augustus-gene-3.5-mRNA-1"
"11806","gfpt1","maker-ptg001572l-snap-gene-4.177-mRNA-1"
"11807","antxr1a","maker-ptg001572l-snap-gene-3.20-mRNA-1"
"11808","msmbl","maker-ptg001572l-snap-gene-2.4-mRNA-1"
"11809","entpd4","maker-ptg001427l-snap-gene-38.74-mRNA-1"
"11810","slc25a37","maker-ptg001427l-augustus-gene-38.123-mRNA-1"
"11811","nkx3-1","maker-ptg001427l-snap-gene-38.79-mRNA-1"
"11812","nkx2.7","snap_masked-ptg001427l-processed-gene-38.31-mRNA-1"
"11813","stc1","maker-ptg001049l-snap-gene-0.38-mRNA-1"
"11814","ido1","maker-ptg001049l-snap-gene-0.41-mRNA-1"
"11815","rhobtb2a","maker-ptg001049l-augustus-gene-0.43-mRNA-1"
"11817","pebp4","maker-ptg001049l-augustus-gene-0.47-mRNA-1"
"11818","egr3","maker-ptg001572l-snap-gene-0.2-mRNA-1"
"11819","bin3","maker-ptg001572l-snap-gene-1.55-mRNA-1"
"11822","acsl2","maker-ptg001572l-snap-gene-4.147-mRNA-1"
"11824","prkg1a","maker-ptg001572l-snap-gene-4.154-mRNA-1"
"11825","b2ml","maker-ptg000376l-snap-gene-0.14-mRNA-1"
"11826","zgc_56596","maker-ptg001572l-augustus-gene-1.29-mRNA-1"
"11832","si_dkey-32e23.4","maker-ptg001572l-augustus-gene-1.33-mRNA-1"
"11834","disp3","maker-ptg001572l-augustus-gene-1.41-mRNA-1"
"11837","bmp1a","maker-ptg001572l-snap-gene-4.171-mRNA-1"
"11838","kansl3","maker-ptg001253l-snap-gene-2.106-mRNA-1"
"11840","chmp7","maker-ptg001427l-augustus-gene-38.113-mRNA-1"
"11841","lgi3","maker-ptg001427l-augustus-gene-38.111-mRNA-1"
"11843","fgfr1a","maker-ptg001427l-snap-gene-38.58-mRNA-1"
"11844","ankrd39","snap_masked-ptg001427l-processed-gene-38.6-mRNA-1"
"11846","npy8br","snap_masked-ptg001427l-processed-gene-38.3-mRNA-1"
"11847","klhl22","maker-ptg000561l-snap-gene-12.62-mRNA-1"
"11849","tbx16","maker-ptg000561l-augustus-gene-12.20-mRNA-1"
"11850","actr1b","maker-ptg001427l-augustus-gene-38.94-mRNA-1"
"11851","cabin1","maker-ptg000561l-snap-gene-12.77-mRNA-1"
"11852","cep78","maker-ptg000354l-augustus-gene-1.69-mRNA-1"
"11853","gna14a","maker-ptg000354l-snap-gene-0.2-mRNA-1"
"11854","vps13a","maker-ptg000354l-snap-gene-1.13-mRNA-1"
"11857","dbnlb","maker-ptg001427l-snap-gene-38.34-mRNA-1"
"11858","arid5a","maker-ptg001427l-snap-gene-38.43-mRNA-1"
"11859","cox5bb","maker-ptg002090l-snap-gene-40.12-mRNA-1"
"11861","gins4","maker-ptg000658l-snap-gene-1.45-mRNA-1"
"11862","LOC110438041","maker-ptg001427l-est_gff_est2genome-gene-36.26-mRNA-1"
"11865","phyhip","maker-ptg000658l-snap-gene-1.65-mRNA-1"
"11866","tcf7l2","maker-ptg001427l-snap-gene-36.17-mRNA-1"
"11867","LOC553228","maker-ptg001427l-snap-gene-10.68-mRNA-1"
"11868","rnf122","maker-ptg001602l-snap-gene-2.145-mRNA-1"
"11869","tgoln2","maker-ptg001427l-snap-gene-35.38-mRNA-1"
"11870","stambpb","maker-ptg001427l-snap-gene-35.34-mRNA-1"
"11871","fkbp15b","maker-ptg000552l-snap-gene-2.43-mRNA-1"
"11873","ccn1l2","maker-ptg000552l-snap-gene-2.51-mRNA-1"
"11874","si_dkey-90l8.3","maker-ptg000552l-snap-gene-3.8-mRNA-1"
"11875","bcl2l16","maker-ptg000552l-augustus-gene-3.29-mRNA-1"
"11876","tubb2b","maker-ptg000552l-augustus-gene-3.41-mRNA-1"
"11877","fgf17","maker-ptg001427l-snap-gene-28.105-mRNA-1"
"11878","adgrd2","maker-ptg000778l-augustus-gene-0.29-mRNA-1"
"11879","nr5a1a","maker-ptg001180l-snap-gene-13.105-mRNA-1"
"11880","nr6a1a","snap_masked-ptg000778l-processed-gene-0.2-mRNA-1"
"11881","nadka","maker-ptg001475l-snap-gene-1.59-mRNA-1"
"11882","wdr46","maker-ptg001236l-augustus-gene-23.39-mRNA-1"
"11883","b3galt4","snap_masked-ptg001236l-processed-gene-23.9-mRNA-1"
"11884","nr2c2","maker-ptg001236l-augustus-gene-23.42-mRNA-1"
"11885","mrps25","maker-ptg001236l-snap-gene-24.18-mRNA-1"
"11886","rbsn","maker-ptg001236l-snap-gene-24.19-mRNA-1"
"11887","gabrd","maker-ptg001475l-augustus-gene-2.8-mRNA-1"
